Type,Latitude,Longitude
BusStops	,-27.428063	,153.048379
BusStops	,-27.428138	,153.046864
BusStops	,-27.428769	,153.043116
BusStops	,-27.430254	,153.041744
BusStops	,-27.431678	,153.042521
BusStops	,-27.431046	,153.043188
BusStops	,-27.426847	,153.027052
BusStops	,-27.548204	,153.109108
BusStops	,-27.552921	,153.102854
BusStops	,-27.555064	,153.09812
BusStops	,-27.55512	,153.092973
BusStops	,-27.483351	,153.035764
BusStops	,-27.48096	,153.035728
BusStops	,-27.479636	,153.035682
BusStops	,-27.477192	,153.035608
BusStops	,-27.473941	,153.035586
BusStops	,-27.497012	,153.036186
BusStops	,-27.50864	,152.947852
BusStops	,-27.469652	,153.023587
BusStops	,-27.486987	,153.16653
BusStops	,-27.415541	,153.089793
BusStops	,-27.419475	,153.094554
BusStops	,-27.588407	,152.976301
BusStops	,-27.606031	,152.97143
BusStops	,-27.619883	,152.959225
BusStops	,-27.545471	,152.952794
BusStops	,-27.545366	,152.952802
BusStops	,-27.593757	,152.950205
BusStops	,-27.588555	,152.97655
BusStops	,-27.445634	,152.994396
BusStops	,-27.445568	,152.992832
BusStops	,-27.453025	,152.999429
BusStops	,-27.453818	,153.001633
BusStops	,-27.453788	,153.003573
BusStops	,-27.456067	,153.001847
BusStops	,-27.455846	,152.999229
BusStops	,-27.455939	,152.997454
BusStops	,-27.45435	,152.996359
BusStops	,-27.448192	,152.965648
BusStops	,-27.445938	,152.997025
BusStops	,-27.427087	,153.024817
BusStops	,-27.455865	,153.037652
BusStops	,-27.370811	,152.980221
BusStops	,-27.375047	,152.980487
BusStops	,-27.374343	,152.980167
BusStops	,-27.37056	,152.979787
BusStops	,-27.366056	,152.975866
BusStops	,-27.365206	,152.972471
BusStops	,-27.366374	,152.966077
BusStops	,-27.361155	,152.960038
BusStops	,-27.511208	,152.947342
BusStops	,-27.52104	,152.942044
BusStops	,-27.524072	,152.956237
BusStops	,-27.515461	,152.954186
BusStops	,-27.510802	,152.955915
BusStops	,-27.511313	,152.959158
BusStops	,-27.524693	,152.99737
BusStops	,-27.523332	,152.990272
BusStops	,-27.522954	,152.987715
BusStops	,-27.522622	,152.985513
BusStops	,-27.496132	,152.991203
BusStops	,-27.594646	,152.975565
BusStops	,-27.632768	,153.057387
BusStops	,-27.630434	,153.047729
BusStops	,-27.610802	,153.062038
BusStops	,-27.434949	,153.022436
BusStops	,-27.433879	,153.021067
BusStops	,-27.433952	,153.054342
BusStops	,-27.423618	,153.014608
BusStops	,-27.475323	,152.976646
BusStops	,-27.581875	,153.043904
BusStops	,-27.523072	,153.075952
BusStops	,-27.450329	,152.992793
BusStops	,-27.450531	,152.99426
BusStops	,-27.450857	,152.99644
BusStops	,-27.451905	,152.998203
BusStops	,-27.560112	,153.016498
BusStops	,-27.5929	,153.005187
BusStops	,-27.561397	,152.956096
BusStops	,-27.565346	,152.953526
BusStops	,-27.565337	,152.951315
BusStops	,-27.5656	,152.952639
BusStops	,-27.363252	,153.013192
BusStops	,-27.348281	,152.977219
BusStops	,-27.349892	,152.976942
BusStops	,-27.351432	,152.976662
BusStops	,-27.354049	,152.976195
BusStops	,-27.364825	,152.959399
BusStops	,-27.358126	,152.974984
BusStops	,-27.359442	,152.973384
BusStops	,-27.358364	,152.974574
BusStops	,-27.355952	,152.975724
BusStops	,-27.353198	,152.976233
BusStops	,-27.36906	,152.98547
BusStops	,-27.493975	,152.992724
BusStops	,-27.492335	,152.99378
BusStops	,-27.492596	,152.993771
BusStops	,-27.496545	,152.991135
BusStops	,-27.514888	,153.020374
BusStops	,-27.517733	,153.019875
BusStops	,-27.518695	,153.019696
BusStops	,-27.46371	,153.057712
BusStops	,-27.461689	,153.057747
BusStops	,-27.461426	,153.055897
BusStops	,-27.528353	,153.070678
BusStops	,-27.520182	,153.072066
BusStops	,-27.535059	,153.069203
BusStops	,-27.533605	,153.068751
BusStops	,-27.533011	,153.068826
BusStops	,-27.454888	,152.975838
BusStops	,-27.429708	,152.989568
BusStops	,-27.440236	,152.990052
BusStops	,-27.453423	,152.951319
BusStops	,-27.452318	,153.03892
BusStops	,-27.454886	,153.038656
BusStops	,-27.456758	,153.034253
BusStops	,-27.366701	,153.015826
BusStops	,-27.365696	,153.016012
BusStops	,-27.438766	,152.943503
BusStops	,-27.54236	,153.015247
BusStops	,-27.540617	,153.017157
BusStops	,-27.538788	,153.017996
BusStops	,-27.536684	,153.018046
BusStops	,-27.536483	,153.016824
BusStops	,-27.538006	,153.014318
BusStops	,-27.537953	,153.014585
BusStops	,-27.620328	,152.956002
BusStops	,-27.370928	,152.980967
BusStops	,-27.372956	,152.984255
BusStops	,-27.605666	,153.091383
BusStops	,-27.604162	,153.088969
BusStops	,-27.606248	,153.089455
BusStops	,-27.606573	,153.096372
BusStops	,-27.602775	,153.099326
BusStops	,-27.600485	,153.100687
BusStops	,-27.600297	,153.100818
BusStops	,-27.596555	,153.102198
BusStops	,-27.375607	,153.021511
BusStops	,-27.374597	,153.015587
BusStops	,-27.415206	,152.946286
BusStops	,-27.398651	,152.989528
BusStops	,-27.398527	,152.996626
BusStops	,-27.401283	,152.986887
BusStops	,-27.414607	,152.952902
BusStops	,-27.412628	,152.956098
BusStops	,-27.411484	,152.959917
BusStops	,-27.45522	,153.166468
BusStops	,-27.410474	,152.946606
BusStops	,-27.412051	,152.947939
BusStops	,-27.413155	,152.950366
BusStops	,-27.414312	,152.952412
BusStops	,-27.410511	,152.956253
BusStops	,-27.409606	,152.958478
BusStops	,-27.410655	,152.959168
BusStops	,-27.412602	,152.961219
BusStops	,-27.410779	,152.924694
BusStops	,-27.528302	,152.986343
BusStops	,-27.525802	,152.987024
BusStops	,-27.456372	,153.058036
BusStops	,-27.457174	,153.057389
BusStops	,-27.570116	,153.081976
BusStops	,-27.569667	,153.084318
BusStops	,-27.567451	,153.08448
BusStops	,-27.566135	,153.082462
BusStops	,-27.566086	,153.082532
BusStops	,-27.567589	,153.084818
BusStops	,-27.513077	,153.035176
BusStops	,-27.509934	,153.03526
BusStops	,-27.512586	,153.032437
BusStops	,-27.485713	,153.029793
BusStops	,-27.486161	,153.029136
BusStops	,-27.487739	,153.028868
BusStops	,-27.406059	,152.998263
BusStops	,-27.403831	,152.997917
BusStops	,-27.40249	,152.997277
BusStops	,-27.401568	,152.997445
BusStops	,-27.397018	,152.998315
BusStops	,-27.439606	,153.026408
BusStops	,-27.439685	,153.026259
BusStops	,-27.444426	,152.993912
BusStops	,-27.597384	,152.965342
BusStops	,-27.597915	,152.979065
BusStops	,-27.596708	,152.985383
BusStops	,-27.581361	,152.974616
BusStops	,-27.579424	,152.974154
BusStops	,-27.581264	,152.974818
BusStops	,-27.585862	,152.975941
BusStops	,-27.531144	,153.157614
BusStops	,-27.490572	,153.152038
BusStops	,-27.581318	,153.097618
BusStops	,-27.525266	,152.983277
BusStops	,-27.525712	,152.986692
BusStops	,-27.528413	,152.986421
BusStops	,-27.482499	,152.981486
BusStops	,-27.484662	,152.980151
BusStops	,-27.484882	,152.979154
BusStops	,-27.484737	,152.977134
BusStops	,-27.485646	,152.976632
BusStops	,-27.495621	,152.97951
BusStops	,-27.470385	,152.996114
BusStops	,-27.508361	,152.970736
BusStops	,-27.512778	,153.033684
BusStops	,-27.594261	,153.077785
BusStops	,-27.594649	,153.07452
BusStops	,-27.458932	,153.013495
BusStops	,-27.460086	,153.015551
BusStops	,-27.461647	,153.02036
BusStops	,-27.461998	,153.022065
BusStops	,-27.462388	,153.023632
BusStops	,-27.462486	,153.025602
BusStops	,-27.460571	,153.023176
BusStops	,-27.460333	,153.020514
BusStops	,-27.444536	,152.992262
BusStops	,-27.443322	,152.994197
BusStops	,-27.442172	,152.995694
BusStops	,-27.437673	,153.003375
BusStops	,-27.420917	,153.052968
BusStops	,-27.422089	,153.051735
BusStops	,-27.424342	,153.050999
BusStops	,-27.453006	,153.037216
BusStops	,-27.440034	,153.048912
BusStops	,-27.439753	,153.050626
BusStops	,-27.439262	,153.052719
BusStops	,-27.578335	,153.096934
BusStops	,-27.473353	,153.017997
BusStops	,-27.478812	,153.021711
BusStops	,-27.482708	,153.02507
BusStops	,-27.480861	,153.033235
BusStops	,-27.470374	,153.025548
BusStops	,-27.470487	,153.025415
BusStops	,-27.464656	,152.983544
BusStops	,-27.45575	,153.166181
BusStops	,-27.547583	,153.134639
BusStops	,-27.558967	,153.162477
BusStops	,-27.532472	,152.983491
BusStops	,-27.536307	,152.999952
BusStops	,-27.540422	,153.008899
BusStops	,-27.523383	,153.014187
BusStops	,-27.489761	,152.979683
BusStops	,-27.489455	,152.977745
BusStops	,-27.48888	,152.975704
BusStops	,-27.4885	,152.974602
BusStops	,-27.489175	,152.973521
BusStops	,-27.475253	,152.979635
BusStops	,-27.475278	,152.979501
BusStops	,-27.460283	,153.021198
BusStops	,-27.59079	,153.089457
BusStops	,-27.571001	,153.133276
BusStops	,-27.564322	,153.137697
BusStops	,-27.558591	,153.13409
BusStops	,-27.552133	,153.129191
BusStops	,-27.546967	,153.128175
BusStops	,-27.546633	,153.12448
BusStops	,-27.571485	,153.079205
BusStops	,-27.5708	,153.077458
BusStops	,-27.57944	,153.063127
BusStops	,-27.439043	,153.055704
BusStops	,-27.43908	,153.057048
BusStops	,-27.439695	,153.060191
BusStops	,-27.36591	,152.963178
BusStops	,-27.439897	,153.0616
BusStops	,-27.439253	,153.057167
BusStops	,-27.439225	,153.055524
BusStops	,-27.439876	,153.051197
BusStops	,-27.394945	,152.998698
BusStops	,-27.392446	,153.000286
BusStops	,-27.395653	,152.999128
BusStops	,-27.547682	,153.134483
BusStops	,-27.558869	,153.16271
BusStops	,-27.531099	,153.157432
BusStops	,-27.587146	,153.08555
BusStops	,-27.59853	,153.07702
BusStops	,-27.618087	,153.060693
BusStops	,-27.627868	,153.031009
BusStops	,-27.60996	,153.059115
BusStops	,-27.385509	,153.050624
BusStops	,-27.392672	,153.05203
BusStops	,-27.391347	,153.052273
BusStops	,-27.524338	,153.017622
BusStops	,-27.5228	,153.018818
BusStops	,-27.521406	,153.019061
BusStops	,-27.519308	,153.019457
BusStops	,-27.51392	,153.020455
BusStops	,-27.493687	,152.965562
BusStops	,-27.492555	,152.965831
BusStops	,-27.492479	,152.967317
BusStops	,-27.493987	,152.948186
BusStops	,-27.413411	,152.92554
BusStops	,-27.415007	,152.92371
BusStops	,-27.460535	,153.07185
BusStops	,-27.574394	,153.055172
BusStops	,-27.574153	,153.052414
BusStops	,-27.573973	,153.051119
BusStops	,-27.572909	,153.048172
BusStops	,-27.56728	,153.071636
BusStops	,-27.563091	,153.074921
BusStops	,-27.564677	,153.065516
BusStops	,-27.566746	,153.06513
BusStops	,-27.570457	,153.064462
BusStops	,-27.573557	,153.063799
BusStops	,-27.396493	,153.004607
BusStops	,-27.401627	,153.008373
BusStops	,-27.402566	,153.007391
BusStops	,-27.390693	,152.95672
BusStops	,-27.390501	,152.958983
BusStops	,-27.390163	,152.961078
BusStops	,-27.388013	,152.960898
BusStops	,-27.384158	,152.978036
BusStops	,-27.391639	,152.974146
BusStops	,-27.391409	,152.971977
BusStops	,-27.390973	,152.97108
BusStops	,-27.380624	,153.082115
BusStops	,-27.38206	,153.083337
BusStops	,-27.385655	,153.061805
BusStops	,-27.517619	,153.019768
BusStops	,-27.510466	,153.004892
BusStops	,-27.507427	,153.004825
BusStops	,-27.507457	,153.004211
BusStops	,-27.504747	,153.0209
BusStops	,-27.413984	,152.955429
BusStops	,-27.410723	,152.946694
BusStops	,-27.441147	,152.934984
BusStops	,-27.413657	,152.92552
BusStops	,-27.410356	,152.924667
BusStops	,-27.408539	,152.922897
BusStops	,-27.406995	,152.922598
BusStops	,-27.406691	,152.924248
BusStops	,-27.404535	,152.925977
BusStops	,-27.409433	,152.926148
BusStops	,-27.405123	,152.930431
BusStops	,-27.387883	,152.952912
BusStops	,-27.496266	,152.980559
BusStops	,-27.496666	,152.982319
BusStops	,-27.491991	,153.040736
BusStops	,-27.489595	,153.038445
BusStops	,-27.471762	,153.035931
BusStops	,-27.4785	,153.041127
BusStops	,-27.479083	,153.043489
BusStops	,-27.479502	,153.045562
BusStops	,-27.478761	,153.047376
BusStops	,-27.477236	,153.048743
BusStops	,-27.514975	,153.030434
BusStops	,-27.48703	,153.037392
BusStops	,-27.389125	,153.027165
BusStops	,-27.389375	,153.028895
BusStops	,-27.389874	,153.03211
BusStops	,-27.369553	,153.01126
BusStops	,-27.368932	,153.00721
BusStops	,-27.36966	,153.005665
BusStops	,-27.382953	,153.011316
BusStops	,-27.381188	,153.0131
BusStops	,-27.379195	,153.013449
BusStops	,-27.376509	,153.013953
BusStops	,-27.422359	,152.990006
BusStops	,-27.442576	,152.979867
BusStops	,-27.482348	,153.003821
BusStops	,-27.476705	,153.008201
BusStops	,-27.476859	,153.008207
BusStops	,-27.482522	,153.003836
BusStops	,-27.488328	,153.000173
BusStops	,-27.477051	,153.011923
BusStops	,-27.477085	,153.011427
BusStops	,-27.459345	,153.03178
BusStops	,-27.459996	,153.031677
BusStops	,-27.456205	,153.032232
BusStops	,-27.496825	,152.984282
BusStops	,-27.522212	,153.015095
BusStops	,-27.522739	,153.014619
BusStops	,-27.540588	,153.008869
BusStops	,-27.536506	,152.999882
BusStops	,-27.532564	,152.983382
BusStops	,-27.531761	,153.017273
BusStops	,-27.534071	,153.015569
BusStops	,-27.492427	,152.994683
BusStops	,-27.490681	,152.972993
BusStops	,-27.509015	,152.992772
BusStops	,-27.558754	,153.097444
BusStops	,-27.561421	,153.096476
BusStops	,-27.467028	,153.079145
BusStops	,-27.466889	,153.074562
BusStops	,-27.467971	,153.072585
BusStops	,-27.470104	,153.069796
BusStops	,-27.470105	,153.066914
BusStops	,-27.468849	,153.071078
BusStops	,-27.469511	,153.063652
BusStops	,-27.472602	,153.061312
BusStops	,-27.42165	,152.98772
BusStops	,-27.418683	,152.983777
BusStops	,-27.415956	,152.978919
BusStops	,-27.433382	,153.010434
BusStops	,-27.438151	,153.005774
BusStops	,-27.43791	,153.004084
BusStops	,-27.437665	,153.002322
BusStops	,-27.439437	,152.998202
BusStops	,-27.442375	,152.995534
BusStops	,-27.407433	,152.975218
BusStops	,-27.405137	,152.974352
BusStops	,-27.460419	,153.033007
BusStops	,-27.636884	,152.990168
BusStops	,-27.63699	,152.987459
BusStops	,-27.387155	,153.032293
BusStops	,-27.448051	,153.030972
BusStops	,-27.439085	,153.070483
BusStops	,-27.468526	,153.024832
BusStops	,-27.467452	,153.028206
BusStops	,-27.592353	,153.068155
BusStops	,-27.627456	,153.058989
BusStops	,-27.605067	,153.055624
BusStops	,-27.484503	,153.040252
BusStops	,-27.485315	,153.041439
BusStops	,-27.485711	,153.044141
BusStops	,-27.48607	,153.046477
BusStops	,-27.486453	,153.04893
BusStops	,-27.486908	,153.055037
BusStops	,-27.48369	,153.058597
BusStops	,-27.571152	,153.055649
BusStops	,-27.571201	,153.05574
BusStops	,-27.570407	,153.053009
BusStops	,-27.578165	,153.063847
BusStops	,-27.579217	,153.061949
BusStops	,-27.48832	,153.047123
BusStops	,-27.487975	,153.04458
BusStops	,-27.487672	,153.042873
BusStops	,-27.487268	,153.04013
BusStops	,-27.576312	,153.063075
BusStops	,-27.596992	,153.083721
BusStops	,-27.598728	,153.080238
BusStops	,-27.594701	,153.077705
BusStops	,-27.594526	,153.077733
BusStops	,-27.405462	,152.97287
BusStops	,-27.40945	,152.975616
BusStops	,-27.409741	,152.978283
BusStops	,-27.419474	,153.027309
BusStops	,-27.418419	,153.026249
BusStops	,-27.415184	,153.02679
BusStops	,-27.413167	,153.027258
BusStops	,-27.414768	,153.026991
BusStops	,-27.416565	,153.026689
BusStops	,-27.418096	,153.02643
BusStops	,-27.408017	,153.02109
BusStops	,-27.592255	,153.030377
BusStops	,-27.595657	,153.035328
BusStops	,-27.611226	,153.052984
BusStops	,-27.61148	,153.05322
BusStops	,-27.491943	,152.98264
BusStops	,-27.491734	,152.980815
BusStops	,-27.613652	,152.968985
BusStops	,-27.596484	,152.970494
BusStops	,-27.509898	,153.023132
BusStops	,-27.502633	,153.071071
BusStops	,-27.506546	,153.070208
BusStops	,-27.57056	,153.039701
BusStops	,-27.570971	,153.042448
BusStops	,-27.571343	,153.044966
BusStops	,-27.483725	,153.058327
BusStops	,-27.570083	,153.051798
BusStops	,-27.571001	,153.057932
BusStops	,-27.570748	,153.061376
BusStops	,-27.571625	,153.062797
BusStops	,-27.532114	,153.087016
BusStops	,-27.53305	,153.087936
BusStops	,-27.576114	,153.06333
BusStops	,-27.575592	,153.090831
BusStops	,-27.574167	,153.091312
BusStops	,-27.576502	,153.092838
BusStops	,-27.581008	,153.096408
BusStops	,-27.584432	,153.09631
BusStops	,-27.587696	,153.093087
BusStops	,-27.590655	,153.092572
BusStops	,-27.590932	,153.089715
BusStops	,-27.590386	,153.086026
BusStops	,-27.590288	,153.086052
BusStops	,-27.41034	,153.020619
BusStops	,-27.410516	,153.020469
BusStops	,-27.417115	,153.057521
BusStops	,-27.389753	,153.030728
BusStops	,-27.389484	,153.02893
BusStops	,-27.394781	,153.026918
BusStops	,-27.395803	,153.026703
BusStops	,-27.396551	,153.02541
BusStops	,-27.398945	,153.025251
BusStops	,-27.399072	,153.025491
BusStops	,-27.396397	,153.025344
BusStops	,-27.506819	,153.063381
BusStops	,-27.508583	,153.043903
BusStops	,-27.50687	,153.044266
BusStops	,-27.546652	,152.942277
BusStops	,-27.56398	,153.015785
BusStops	,-27.517715	,153.022441
BusStops	,-27.4806	,153.012211
BusStops	,-27.478902	,153.012512
BusStops	,-27.465286	,153.005207
BusStops	,-27.459494	,153.033873
BusStops	,-27.453063	,153.041589
BusStops	,-27.53366	,153.088775
BusStops	,-27.533773	,153.088833
BusStops	,-27.533134	,153.087966
BusStops	,-27.532279	,153.087077
BusStops	,-27.531862	,153.082563
BusStops	,-27.532739	,153.0808
BusStops	,-27.533276	,153.098227
BusStops	,-27.532914	,153.095857
BusStops	,-27.469119	,153.094363
BusStops	,-27.46916	,153.093502
BusStops	,-27.512711	,153.031279
BusStops	,-27.511019	,153.031984
BusStops	,-27.509453	,153.032524
BusStops	,-27.504878	,153.034271
BusStops	,-27.501318	,153.034883
BusStops	,-27.499	,153.035448
BusStops	,-27.497726	,153.035131
BusStops	,-27.490786	,153.035257
BusStops	,-27.485584	,153.03582
BusStops	,-27.491723	,153.158066
BusStops	,-27.498828	,153.151872
BusStops	,-27.311926	,153.065078
BusStops	,-27.43777	,153.070118
BusStops	,-27.438665	,153.066823
BusStops	,-27.419877	,152.979991
BusStops	,-27.420608	,152.978512
BusStops	,-27.418794	,152.978244
BusStops	,-27.419956	,152.976416
BusStops	,-27.416555	,152.976079
BusStops	,-27.414333	,152.975719
BusStops	,-27.417365	,152.974068
BusStops	,-27.387289	,153.012045
BusStops	,-27.452165	,153.048754
BusStops	,-27.530346	,152.915696
BusStops	,-27.538535	,152.898225
BusStops	,-27.530025	,152.916137
BusStops	,-27.520407	,152.922588
BusStops	,-27.543951	,152.889892
BusStops	,-27.562423	,152.886872
BusStops	,-27.563665	,152.882388
BusStops	,-27.486903	,153.053999
BusStops	,-27.638195	,153.043829
BusStops	,-27.468133	,153.086631
BusStops	,-27.46764	,153.083404
BusStops	,-27.492512	,153.074608
BusStops	,-27.492921	,153.076661
BusStops	,-27.492982	,153.079629
BusStops	,-27.494849	,153.085933
BusStops	,-27.495605	,153.08829
BusStops	,-27.493002	,153.08411
BusStops	,-27.495246	,153.091624
BusStops	,-27.487204	,153.054769
BusStops	,-27.472644	,153.059606
BusStops	,-27.473443	,153.057361
BusStops	,-27.505241	,153.048747
BusStops	,-27.506826	,153.050246
BusStops	,-27.523123	,153.054432
BusStops	,-27.522983	,153.054231
BusStops	,-27.513324	,153.03667
BusStops	,-27.459612	,153.01911
BusStops	,-27.532419	,153.074183
BusStops	,-27.495597	,153.094631
BusStops	,-27.389625	,153.011635
BusStops	,-27.392484	,153.011276
BusStops	,-27.395774	,153.010609
BusStops	,-27.442011	,153.026703
BusStops	,-27.442171	,153.027835
BusStops	,-27.442286	,153.027917
BusStops	,-27.442052	,153.026323
BusStops	,-27.384448	,153.012617
BusStops	,-27.593857	,153.102876
BusStops	,-27.593623	,153.103159
BusStops	,-27.638405	,153.04365
BusStops	,-27.49888	,152.977519
BusStops	,-27.533323	,152.933433
BusStops	,-27.632323	,153.029248
BusStops	,-27.453859	,152.981241
BusStops	,-27.455706	,152.977898
BusStops	,-27.450166	,152.977441
BusStops	,-27.449579	,152.984337
BusStops	,-27.444238	,153.056678
BusStops	,-27.44427	,153.056873
BusStops	,-27.499072	,153.049785
BusStops	,-27.488142	,153.049145
BusStops	,-27.458627	,153.021656
BusStops	,-27.457987	,153.023612
BusStops	,-27.456698	,153.024551
BusStops	,-27.454223	,153.026711
BusStops	,-27.455079	,153.026757
BusStops	,-27.456011	,153.026282
BusStops	,-27.458007	,153.023865
BusStops	,-27.462053	,153.026588
BusStops	,-27.463243	,153.027979
BusStops	,-27.463287	,153.028385
BusStops	,-27.498722	,153.048464
BusStops	,-27.503276	,153.047177
BusStops	,-27.495775	,153.093346
BusStops	,-27.495753	,153.089279
BusStops	,-27.494877	,153.085584
BusStops	,-27.493251	,153.083784
BusStops	,-27.493186	,153.080292
BusStops	,-27.491948	,153.07196
BusStops	,-27.492078	,153.065317
BusStops	,-27.460464	,153.016259
BusStops	,-27.592643	,153.101388
BusStops	,-27.417944	,153.007604
BusStops	,-27.402254	,152.999694
BusStops	,-27.38381	,153.012622
BusStops	,-27.403055	,153.001679
BusStops	,-27.407086	,153.000956
BusStops	,-27.407582	,153.000757
BusStops	,-27.39023	,153.004735
BusStops	,-27.389529	,153.000099
BusStops	,-27.433744	,153.021106
BusStops	,-27.435071	,153.022794
BusStops	,-27.49855	,153.052085
BusStops	,-27.509473	,152.943278
BusStops	,-27.508708	,152.946342
BusStops	,-27.458717	,153.035422
BusStops	,-27.459989	,153.037039
BusStops	,-27.460503	,153.037576
BusStops	,-27.458817	,153.035335
BusStops	,-27.468392	,153.025231
BusStops	,-27.447526	,153.054074
BusStops	,-27.45049	,153.053742
BusStops	,-27.450897	,153.056633
BusStops	,-27.451218	,153.058871
BusStops	,-27.469356	,153.059107
BusStops	,-27.471879	,153.059116
BusStops	,-27.468287	,153.058343
BusStops	,-27.464063	,153.058249
BusStops	,-27.506549	,153.138139
BusStops	,-27.509062	,153.147231
BusStops	,-27.452166	,153.072176
BusStops	,-27.459234	,153.013559
BusStops	,-27.461239	,153.054612
BusStops	,-27.492778	,153.074821
BusStops	,-27.459098	,153.054829
BusStops	,-27.458625	,153.056271
BusStops	,-27.4576	,153.057158
BusStops	,-27.456284	,153.057949
BusStops	,-27.453544	,153.05898
BusStops	,-27.451561	,153.059329
BusStops	,-27.453286	,153.059099
BusStops	,-27.456016	,153.058555
BusStops	,-27.436639	,153.022922
BusStops	,-27.437077	,153.024631
BusStops	,-27.438048	,153.027124
BusStops	,-27.355176	,152.959727
BusStops	,-27.352244	,152.954388
BusStops	,-27.347847	,152.959249
BusStops	,-27.347017	,152.962016
BusStops	,-27.347782	,152.961354
BusStops	,-27.347792	,152.958366
BusStops	,-27.352408	,152.954441
BusStops	,-27.354905	,152.959073
BusStops	,-27.487242	,153.000851
BusStops	,-27.546203	,153.081733
BusStops	,-27.566116	,153.085476
BusStops	,-27.453252	,153.072587
BusStops	,-27.45457	,153.071408
BusStops	,-27.456607	,153.072021
BusStops	,-27.454094	,153.072213
BusStops	,-27.460551	,153.084361
BusStops	,-27.463357	,153.085702
BusStops	,-27.463909	,153.086282
BusStops	,-27.463545	,153.089346
BusStops	,-27.505178	,153.048361
BusStops	,-27.503526	,153.047011
BusStops	,-27.501982	,153.046578
BusStops	,-27.463642	,153.011528
BusStops	,-27.46359	,153.089178
BusStops	,-27.463944	,153.086498
BusStops	,-27.46272	,153.085756
BusStops	,-27.460696	,153.084435
BusStops	,-27.466143	,153.079319
BusStops	,-27.466015	,153.076937
BusStops	,-27.46568	,153.074762
BusStops	,-27.46537	,153.072727
BusStops	,-27.465957	,153.077323
BusStops	,-27.465464	,153.079781
BusStops	,-27.356339	,152.9627
BusStops	,-27.360261	,152.960339
BusStops	,-27.364815	,152.95954
BusStops	,-27.354276	,152.974011
BusStops	,-27.350406	,152.970174
BusStops	,-27.350475	,152.971165
BusStops	,-27.354091	,152.973388
BusStops	,-27.359799	,153.016627
BusStops	,-27.357902	,153.016773
BusStops	,-27.358884	,153.01703
BusStops	,-27.362374	,153.017176
BusStops	,-27.516633	,153.029887
BusStops	,-27.503591	,152.962625
BusStops	,-27.526371	,152.958365
BusStops	,-27.475833	,153.037377
BusStops	,-27.473552	,153.146135
BusStops	,-27.473987	,153.146047
BusStops	,-27.464468	,153.02914
BusStops	,-27.445412	,153.026652
BusStops	,-27.458501	,152.985042
BusStops	,-27.464241	,153.007963
BusStops	,-27.51836	,152.978424
BusStops	,-27.499867	,153.045367
BusStops	,-27.500286	,153.045519
BusStops	,-27.498352	,153.043663
BusStops	,-27.49833	,153.04381
BusStops	,-27.498573	,153.045346
BusStops	,-27.497459	,153.041881
BusStops	,-27.495432	,153.041286
BusStops	,-27.541828	,153.092633
BusStops	,-27.539263	,153.09311
BusStops	,-27.537124	,153.093515
BusStops	,-27.535609	,153.077184
BusStops	,-27.538391	,153.07949
BusStops	,-27.541363	,153.081708
BusStops	,-27.544383	,153.081715
BusStops	,-27.548512	,153.080566
BusStops	,-27.55173	,153.079808
BusStops	,-27.555067	,153.0801
BusStops	,-27.616705	,152.940253
BusStops	,-27.611992	,152.934899
BusStops	,-27.374132	,153.005802
BusStops	,-27.395802	,152.957112
BusStops	,-27.394465	,152.955498
BusStops	,-27.392838	,152.955606
BusStops	,-27.420296	,153.006319
BusStops	,-27.390827	,153.022475
BusStops	,-27.62411	,152.950232
BusStops	,-27.623312	,152.945244
BusStops	,-27.620432	,152.940337
BusStops	,-27.458403	,152.985266
BusStops	,-27.459189	,152.984439
BusStops	,-27.464585	,152.968163
BusStops	,-27.520044	,152.979106
BusStops	,-27.521743	,152.980224
BusStops	,-27.522305	,152.984088
BusStops	,-27.52255	,152.985677
BusStops	,-27.522959	,152.988549
BusStops	,-27.52323	,152.990256
BusStops	,-27.524651	,152.997807
BusStops	,-27.524478	,153.000087
BusStops	,-27.471787	,152.993864
BusStops	,-27.553706	,153.101108
BusStops	,-27.553153	,153.102167
BusStops	,-27.533808	,153.094127
BusStops	,-27.56149	,153.089808
BusStops	,-27.561143	,153.089506
BusStops	,-27.558734	,153.087329
BusStops	,-27.559593	,153.089136
BusStops	,-27.561068	,153.089802
BusStops	,-27.561585	,153.093233
BusStops	,-27.5569	,153.080256
BusStops	,-27.558721	,153.080718
BusStops	,-27.493786	,153.041173
BusStops	,-27.369198	,153.005678
BusStops	,-27.368849	,153.007407
BusStops	,-27.369319	,153.010565
BusStops	,-27.486903	,153.075538
BusStops	,-27.487199	,153.077329
BusStops	,-27.487403	,153.078
BusStops	,-27.487007	,153.075618
BusStops	,-27.486431	,153.072569
BusStops	,-27.489237	,153.027533
BusStops	,-27.487975	,153.028547
BusStops	,-27.48622	,153.033598
BusStops	,-27.463433	,152.979115
BusStops	,-27.464139	,152.986204
BusStops	,-27.358441	,153.045446
BusStops	,-27.358507	,153.045385
BusStops	,-27.40184	,153.048527
BusStops	,-27.42002	,153.068165
BusStops	,-27.470145	,153.026229
BusStops	,-27.512562	,153.179268
BusStops	,-27.511325	,153.17906
BusStops	,-27.419931	,153.068262
BusStops	,-27.541667	,153.123698
BusStops	,-27.547421	,153.124141
BusStops	,-27.526516	,153.006337
BusStops	,-27.526863	,153.008814
BusStops	,-27.528518	,153.011346
BusStops	,-27.526915	,153.00947
BusStops	,-27.526894	,153.006781
